Date,PG,KO,PEP,WMT,COST,MO,PM,MDLZ,KMB,CL,GIS,HSY,SYY,KR,TAP,STZ,EL,CPB,CHD
2015-02-26,63.087806701660156,30.009578704833984,71.21267700195312,22.697769165039062,122.40729522705078,28.11380958557129,48.40179443359375,29.032882690429688,75.73529815673828,55.28628921508789,36.71797180175781,80.1179428100586,29.561193466186523,29.223949432373047,59.40732955932617,99.11668395996094,71.74476623535156,33.180267333984375,37.03055191040039
2015-02-27,63.058170318603516,30.603260040283203,71.14795684814453,22.73297691345215,122.66606903076172,28.21406364440918,48.49531555175781,29.206815719604492,75.56303405761719,55.06084060668945,36.97228240966797,80.23390197753906,29.447898864746094,28.842893600463867,58.36901092529297,98.20926666259766,72.0848159790039,33.26593780517578,36.89621353149414
2015-03-02,63.265586853027344,30.532590866088867,71.1623306274414,22.741104125976562,123.48406982421875,28.31932258605957,48.48946762084961,29.167282104492188,76.079833984375,55.20854568481445,36.772953033447266,79.36798858642578,29.43280029296875,28.75776481628418,58.384395599365234,99.28792572021484,72.7213363647461,33.38018035888672,37.069557189941406
2015-03-03,63.08042526245117,30.35589027404785,70.73107147216797,22.581302642822266,123.0083236694336,28.299274444580078,48.34333038330078,28.96962547302246,75.97648620605469,54.95199203491211,36.75921630859375,79.28298950195312,29.379915237426758,28.368602752685547,57.476810455322266,98.57737731933594,72.29405212402344,33.522987365722656,37.04789352416992
2015-03-04,62.48041915893555,30.037851333618164,70.45246124267578,22.367321014404297,122.8413314819336,27.963441848754883,48.033504486083984,28.811494827270508,75.27490234375,54.95199203491211,36.57362747192383,78.49439239501953,29.311952590942383,28.234825134277344,57.146087646484375,97.96100616455078,71.7011489868164,33.066017150878906,36.78788757324219
2015-03-05,62.687808990478516,29.967166900634766,70.35840606689453,22.635469436645508,126.18010711669922,27.818090438842773,47.764625549316406,28.866832733154297,75.33740997314453,55.55841064453125,36.62173080444336,79.12835693359375,29.54608726501465,30.123903274536133,57.2537841796875,97.43879699707031,72.56437683105469,33.044593811035156,36.948219299316406
2015-03-06,61.22859573364258,29.3452091217041,69.59134674072266,22.37002944946289,124.819580078125,26.75048065185547,46.794246673583984,27.84689712524414,74.1982650756836,53.84019088745117,35.83129119873047,77.04092407226562,29.191110610961914,30.140106201171875,57.09226989746094,94.94761657714844,71.7011489868164,32.202049255371094,36.30252456665039
2015-03-09,61.54710388183594,29.25333023071289,69.49727630615234,22.448579788208008,125.77105712890625,26.981042861938477,47.0280647277832,28.005023956298828,74.33718872070312,54.104530334472656,36.08561706542969,77.31925964355469,29.41013526916504,30.43198585510254,57.53834533691406,98.64588928222656,72.26789855957031,32.480525970458984,36.692543029785156
2015-03-10,60.398963928222656,28.758581161499023,68.33221435546875,22.22918701171875,123.66769409179688,26.66527557373047,46.32658767700195,27.277629852294922,72.7742919921875,53.179344177246094,35.59760665893555,76.16731262207031,29.040050506591797,29.998231887817383,56.46928024291992,98.07227325439453,70.86405944824219,32.237762451171875,36.23318862915039
2015-03-11,60.28787612915039,28.34158706665039,67.75332641601562,21.986679077148438,123.0333023071289,26.174070358276367,45.490665435791016,27.151119232177734,72.34366607666016,52.78281784057617,35.535736083984375,76.63117980957031,29.002304077148438,30.286056518554688,56.66925048828125,98.97115325927734,70.19264221191406,31.916461944580078,36.419525146484375
2015-03-12,60.806373596191406,28.911705017089844,69.25849151611328,22.31637954711914,124.73606872558594,26.331010818481445,46.022621154785156,27.67294692993164,73.41334533691406,53.2804069519043,36.1680908203125,77.77539825439453,29.304407119750977,30.92656135559082,58.19979476928711,101.0086441040039,70.82046508789062,32.33059310913086,36.80088424682617
2015-03-13,60.6137809753418,28.441354751586914,68.25263214111328,22.31637954711914,124.60250091552734,26.01711654663086,45.39128494262695,27.285526275634766,73.4828109741211,53.225990295410156,35.84503936767578,77.21873474121094,29.130687713623047,30.950878143310547,57.73061752319336,99.68171691894531,70.21879577636719,32.36628723144531,36.558197021484375
2015-03-16,61.895240783691406,28.712162017822266,69.07032775878906,22.695125579833984,125.19517517089844,26.371517181396484,45.53157424926758,27.44365882873535,73.92737579345703,53.661373138427734,36.02375030517578,77.97638702392578,29.236417770385742,31.23464584350586,57.94599914550781,100.48643493652344,70.75941467285156,32.316314697265625,37.05223083496094
2015-03-17,61.36933135986328,28.868947982788086,68.11515045166016,22.5125675201416,125.2285385131836,26.133562088012695,45.53157424926758,27.166933059692383,73.12162780761719,53.18711853027344,35.77629852294922,77.3656234741211,29.1080379486084,30.808996200561523,56.76921844482422,98.868408203125,70.4716567993164,32.24491500854492,36.839881896972656
2015-03-18,62.035972595214844,28.93307876586914,68.48419952392578,22.488046646118164,125.97976684570312,25.991802215576172,45.9232292175293,27.688762664794922,74.35800170898438,53.124916076660156,36.33304214477539,78.169677734375,29.11557960510254,30.727914810180664,57.02302932739258,100.36656951904297,71.27388000488281,32.44482421875,36.974220275878906
2015-03-19,61.76190948486328,28.51974868774414,68.09344482421875,22.212841033935547,126.29698181152344,25.956375122070312,46.09860610961914,27.40411949157715,74.1496353149414,53.09382247924805,36.11311340332031,77.73674011230469,28.85123062133789,30.971147537231445,56.2615966796875,99.33928680419922,71.21283721923828,32.34486389160156,36.982887268066406
2015-03-20,62.76929473876953,28.968711853027344,68.99076080322266,22.6815128326416,127.3653335571289,26.03230857849121,46.44349670410156,27.467384338378906,75.351318359375,54.08122253417969,36.73859405517578,78.92732238769531,29.168458938598633,31.145469665527344,57.35377502441406,101.23123931884766,72.83467102050781,32.66617202758789,37.32958221435547
2015-03-23,62.858177185058594,28.947330474853516,69.35978698730469,22.700578689575195,127.64916229248047,26.133562088012695,46.68317413330078,27.910146713256836,75.70557403564453,54.55546188354492,36.937923431396484,78.69537353515625,29.198657989501953,31.190053939819336,56.715396881103516,100.16112518310547,72.26789855957031,32.623329162597656,37.34691619873047
2015-03-24,62.16189956665039,28.840431213378906,69.36705017089844,22.629735946655273,127.82440948486328,25.875364303588867,45.89583969116211,27.680850982666016,75.3652114868164,53.886844635009766,36.56675720214844,77.7831039428711,28.881446838378906,31.283287048339844,56.177001953125,100.9059066772461,72.68644714355469,32.40912628173828,37.05655288696289
2015-03-25,61.48783874511719,28.82617950439453,68.9328384399414,22.158344268798828,126.11328887939453,25.389352798461914,45.404510498046875,28.31338119506836,74.64281463623047,53.56029510498047,36.937923431396484,78.61810302734375,28.700185775756836,30.77656364440918,55.37712860107422,98.79141235351562,73.00035095214844,32.41626739501953,36.831199645996094
2015-03-26,60.850791931152344,28.75492286682129,69.20059967041016,22.313657760620117,125.253662109375,25.313411712646484,45.19138717651367,27.736204147338867,73.8509521484375,53.44368362426758,37.07538986206055,78.09236145019531,28.609554290771484,30.845481872558594,55.52326202392578,98.28630828857422,71.81451416015625,32.15922546386719,36.488868713378906
