Date,NEE,DUK,SO,D,AEP,EXC,SRE,XEL
2015-03-12,19.01233673095703,48.25019454956055,28.171972274780273,44.585933685302734,38.19087219238281,15.9099702835083,38.80453109741211,24.54641342163086
2015-03-13,19.02935791015625,47.82077407836914,27.848812103271484,44.0367546081543,37.74052810668945,15.76396656036377,38.04267501831055,24.26592445373535
2015-03-16,19.475725173950195,48.52580261230469,28.27968406677246,44.6881103515625,38.320526123046875,15.9099702835083,38.88678741455078,24.611143112182617
2015-03-17,19.53436279296875,48.12201690673828,28.0832576751709,44.694480895996094,38.143104553222656,16.02678108215332,39.0799446105957,24.546415328979492
2015-03-18,20.219051361083984,48.96804428100586,28.602846145629883,45.92695236206055,39.268985748291016,16.41126823425293,40.17086410522461,25.143342971801758
2015-03-19,19.950464248657227,48.71807861328125,28.2987003326416,45.722618103027344,38.92780303955078,16.18252182006836,39.58784866333008,24.79813575744629
2015-03-20,20.046926498413086,49.141109466552734,28.495134353637695,46.099388122558594,39.371337890625,16.158184051513672,39.98844909667969,25.01388931274414
2015-03-23,19.999645233154297,49.22443771362305,28.621849060058594,46.10576629638672,39.54193115234375,16.236061096191406,39.89187240600586,25.172119140625
2015-03-24,19.82941436767578,48.75012969970703,28.209983825683594,45.63319778442383,39.06428146362305,16.16305160522461,39.69514846801758,24.963542938232422
2015-03-25,19.560836791992188,48.04509735107422,27.899497985839844,45.147891998291016,38.149932861328125,15.982976913452148,39.396392822265625,24.754976272583008
2015-03-26,19.42844009399414,47.65412521362305,27.728404998779297,44.93076705932617,37.754188537597656,15.827232360839844,38.575706481933594,24.668678283691406
2015-03-27,19.58353614807129,48.07072830200195,27.886825561523438,44.94991683959961,38.143104553222656,15.783431053161621,39.054420471191406,24.73340606689453
2015-03-30,19.81050682067871,48.64757537841797,28.08959197998047,45.428871154785156,38.60712432861328,16.338258743286133,39.4755744934082,24.985122680664062
2015-03-31,19.68000030517578,49.21159744262695,28.05791473388672,45.256439208984375,38.38194274902344,16.357736587524414,39.241607666015625,25.035457611083984
2015-04-01,19.814289093017578,49.243648529052734,28.273347854614258,45.665130615234375,38.46381378173828,15.98784351348877,39.54397201538086,25.078630447387695
2015-04-02,19.812397003173828,49.33339309692383,28.286022186279297,45.7098503112793,38.52523422241211,16.24579429626465,39.58355712890625,24.999513626098633
2015-04-03,,,,,,,,
2015-04-06,19.96181297302246,50.147396087646484,28.46344757080078,46.43144226074219,38.961917877197266,16.46480369567871,39.76353454589844,25.208072662353516
2015-04-07,19.72539710998535,49.769229888916016,28.04521942138672,45.94611740112305,38.46381378173828,16.45020294189453,39.525970458984375,24.819711685180664
2015-04-08,19.6781063079834,49.544898986816406,28.095935821533203,45.81839370727539,38.197696685791016,16.25552749633789,39.09403610229492,24.762174606323242
2015-04-09,19.672433853149414,49.35903549194336,28.178314208984375,45.57572937011719,38.06804656982422,16.279857635498047,38.83846664428711,24.683055877685547
2015-04-10,19.840768814086914,49.89100646972656,28.273347854614258,45.9141960144043,38.47746658325195,16.24579429626465,38.82046127319336,24.93478012084961
2015-04-13,19.623254776000977,49.50003433227539,28.007213592529297,45.396942138671875,37.986167907714844,16.124120712280273,38.84926986694336,24.6471004486084
2015-04-14,19.738630294799805,49.73075866699219,28.10226821899414,45.74176788330078,38.279579162597656,16.284732818603516,38.99324035644531,24.79094123840332
2015-04-15,19.704593658447266,50.006385803222656,28.007213592529297,46.24623489379883,38.45698165893555,16.386932373046875,39.07604217529297,24.805326461791992
2015-04-16,19.625152587890625,49.551292419433594,27.950191497802734,45.85032653808594,38.10898971557617,16.250654220581055,38.73048782348633,24.668678283691406
2015-04-17,19.5097713470459,49.551292419433594,27.950191497802734,45.63960266113281,38.02711486816406,16.055978775024414,38.39573287963867,24.719024658203125
2015-04-20,19.765108108520508,50.384544372558594,28.362051010131836,46.45698165893555,38.6412239074707,16.382068634033203,39.04004669189453,25.00670623779297
2015-04-21,19.557056427001953,50.03843307495117,28.146615982055664,46.03551483154297,38.19087219238281,16.114381790161133,38.66209411621094,24.654293060302734
2015-04-22,19.5362491607666,50.18585205078125,28.184640884399414,46.31010437011719,38.3068733215332,16.114381790161133,38.79167175292969,24.67587661743164
2015-04-23,19.723499298095703,50.544776916503906,28.31770133972168,46.74435043334961,38.825443267822266,16.10464859008789,39.07604217529297,24.826902389526367
2015-04-24,19.869140625,50.89731979370117,28.4317569732666,46.961463928222656,39.494171142578125,16.576738357543945,39.4179801940918,25.078630447387695
2015-04-27,19.63649559020996,50.23070526123047,28.0832576751709,46.3420295715332,39.378150939941406,16.240924835205078,39.02923583984375,24.74778938293457
2015-04-28,19.689453125,50.61528396606445,28.2987003326416,46.45060348510742,39.63062286376953,16.41126823425293,39.22721481323242,24.963542938232422
2015-04-29,19.424659729003906,50.2691764831543,28.292360305786133,46.169639587402344,39.4327507019043,16.459941864013672,38.74488830566406,24.826902389526367
2015-04-30,19.089879989624023,49.71795654296875,28.070579528808594,45.77370071411133,38.80498504638672,16.557275772094727,38.215763092041016,24.388193130493164
2015-05-01,19.269563674926758,49.92947769165039,28.400075912475586,45.786468505859375,38.91416931152344,16.605947494506836,38.442535400390625,24.424152374267578
2015-05-04,19.43600845336914,49.96793746948242,28.501462936401367,45.82478332519531,39.13933563232422,16.941761016845703,38.806068420410156,24.71183204650879
2015-05-05,18.942350387573242,48.87192153930664,28.05158042907715,45.22451400756836,38.143104553222656,16.557275772094727,37.55345916748047,24.201190948486328
2015-05-06,18.919654846191406,48.97446060180664,27.931180953979492,45.15426254272461,37.86067581176758,16.274993896484375,37.15391540527344,24.10049819946289
2015-05-07,19.027463912963867,49.230831146240234,28.026233673095703,45.294761657714844,38.06733322143555,16.46480369567871,37.35908126831055,24.078927993774414
2015-05-08,19.142839431762695,49.423133850097656,27.975536346435547,45.843963623046875,38.43932342529297,16.513469696044922,38.10417556762695,24.17961311340332
2015-05-11,18.91587257385254,49.077022552490234,27.620695114135742,45.345855712890625,38.18444061279297,16.24579429626465,37.791015625,24.0357723236084
2015-05-12,18.896957397460938,48.90395736694336,27.544660568237305,45.396942138671875,37.853782653808594,16.377197265625,37.93140411376953,23.884742736816406
2015-05-13,18.951810836791992,48.214168548583984,27.487628936767578,45.27560043334961,37.39223861694336,16.254390716552734,37.52825927734375,23.62582778930664
2015-05-14,19.11825942993164,48.89423751831055,27.707719802856445,45.722618103027344,37.95711898803711,16.475444793701172,37.95299530029297,24.078927993774414
2015-05-15,19.318740844726562,49.32172393798828,28.05423355102539,46.099388122558594,38.301551818847656,16.947010040283203,38.464134216308594,24.273113250732422
2015-05-18,19.349008560180664,49.243980407714844,28.00931739807129,46.144073486328125,38.49443817138672,16.94209861755371,38.66569137573242,24.5679874420166
2015-05-19,19.388723373413086,49.34762954711914,28.022146224975586,46.099388122558594,38.43932342529297,17.005962371826172,38.80968475341797,24.719024658203125
2015-05-20,19.39061164855957,49.5743293762207,28.022146224975586,45.90780258178711,38.52198791503906,16.863506317138672,38.784488677978516,24.898826599121094
2015-05-21,19.322526931762695,49.32819366455078,27.83605194091797,45.990821838378906,38.44621658325195,16.927366256713867,38.76289749145508,24.819711685180664
2015-05-22,19.335765838623047,49.256954193115234,27.739809036254883,45.95890426635742,38.33599853515625,16.89789390563965,38.73048782348633,24.78374671936035
2015-05-25,,,,,,,,
2015-05-26,19.108797073364258,49.069114685058594,27.784730911254883,45.665130615234375,38.11556625366211,16.647371292114258,38.54690933227539,24.44573211669922
2015-05-27,19.217435836791992,49.360572814941406,28.06064796447754,45.64453125,38.61844253540039,16.67683982849121,38.65849304199219,24.52483367919922
2015-05-28,19.49188995361328,49.19217300415039,27.91948699951172,45.734737396240234,38.64598846435547,16.67683982849121,38.86725616455078,24.546415328979492
2015-05-29,19.505231857299805,49.04970169067383,28.034976959228516,45.44475173950195,38.776885986328125,16.617895126342773,38.68368911743164,24.488872528076172
2015-06-01,19.732036590576172,49.22456359863281,28.022146224975586,45.431861877441406,38.58399963378906,16.69649314880371,38.726890563964844,24.50326156616211
2015-06-02,19.48236656188965,48.6092643737793,27.771892547607422,44.84543228149414,38.00533676147461,16.56877326965332,38.262569427490234,24.021398544311523
2015-06-03,19.101177215576172,48.05873107910156,27.66922378540039,44.09789276123047,37.46113967895508,16.4164981842041,37.70823669433594,23.61863899230957
2015-06-04,19.12976837158203,48.06519317626953,27.707719802856445,43.74346160888672,37.399131774902344,16.500009536743164,37.54266357421875,23.568296432495117
2015-06-05,18.824811935424805,47.18434143066406,27.374048233032227,43.26659393310547,36.81358337402344,16.421409606933594,37.38787078857422,23.266225814819336
2015-06-08,18.700923919677734,46.92526626586914,27.335554122924805,43.131256103515625,36.82735824584961,16.264219284057617,37.089115142822266,23.251846313476562
2015-06-09,18.714269638061523,46.71799850463867,27.232881546020508,43.06684112548828,36.82735824584961,16.264219284057617,37.09272003173828,23.273418426513672
2015-06-10,18.891523361206055,46.66619873046875,27.168710708618164,43.07971954345703,37.12358093261719,16.789823532104492,37.19350051879883,23.273418426513672
2015-06-11,18.99634552001953,47.19081115722656,27.329137802124023,43.35036849975586,37.41290283203125,16.824207305908203,37.44906997680664,23.59706687927246
2015-06-12,18.914396286010742,46.97708511352539,27.143041610717773,43.047489166259766,37.151126861572266,16.65227699279785,37.02434158325195,23.517953872680664
2015-06-15,18.891523361206055,46.957645416259766,27.00829315185547,43.24081039428711,36.95824432373047,16.60807228088379,36.92713928222656,23.37411117553711
2015-06-16,18.969654083251953,47.00297546386719,27.25855255126953,43.41482162475586,37.013343811035156,16.701400756835938,37.00274658203125,23.519380569458008
2015-06-17,19.192655563354492,47.33330154418945,27.393308639526367,43.8207893371582,37.24068832397461,16.789823532104492,37.56784439086914,23.657386779785156
2015-06-18,19.489980697631836,48.2789192199707,27.797557830810547,44.36854934692383,37.77112579345703,16.829118728637695,37.67943572998047,24.00603675842285
2015-06-19,19.242204666137695,47.41102981567383,27.418968200683594,43.853031158447266,37.523128509521484,16.470535278320312,37.42387008666992,23.802663803100586
2015-06-22,19.20409393310547,47.32682418823242,27.277803421020508,43.98835372924805,37.364688873291016,16.406673431396484,37.36988067626953,23.75181770324707
2015-06-23,18.92392349243164,46.491310119628906,26.982627868652344,43.53725814819336,36.74468994140625,16.111936569213867,36.909141540527344,23.410430908203125
2015-06-24,18.77907371520996,45.94075012207031,26.758039474487305,43.59526062011719,36.48291778564453,16.10211944580078,36.351234436035156,23.236099243164062
2015-06-25,18.676151275634766,45.77884292602539,26.700281143188477,43.202152252197266,36.24869918823242,15.733704566955566,36.02863311767578,23.185258865356445
2015-06-26,18.811471939086914,45.98611068725586,26.879961013793945,43.35036849975586,36.448482513427734,15.773000717163086,36.04314041137695,23.417694091796875
2015-06-29,18.710458755493164,45.888946533203125,26.92487335205078,43.36326599121094,36.37269973754883,15.62072467803955,35.98513412475586,23.36684799194336
2015-06-30,18.68377113342285,45.73998260498047,26.886367797851562,43.09260559082031,36.48979949951172,15.434063911437988,35.86189651489258,23.374109268188477
2015-07-01,18.760019302368164,46.037925720214844,27.0660457611084,43.22148513793945,36.71025085449219,15.586337089538574,35.825653076171875,23.606550216674805
2015-07-02,19.101177215576172,46.97708511352539,27.52163314819336,43.75636672973633,37.35780334472656,15.743529319763184,36.383853912353516,23.838977813720703
2015-07-03,,,,,,,,
2015-07-06,19.146915435791016,47.18434143066406,27.66922378540039,43.72414016723633,37.5644416809082,15.689492225646973,36.21349334716797,23.9261417388916
2015-07-07,19.608150482177734,48.75175476074219,28.400739669799805,44.677886962890625,38.632225036621094,16.097204208374023,36.681053161621094,24.616180419921875
2015-07-08,19.430892944335938,48.44086456298828,28.362247467041016,44.74232482910156,38.59777069091797,16.013696670532227,36.76805877685547,24.485431671142578
2015-07-09,19.284141540527344,47.97452926635742,27.765472412109375,44.23967742919922,38.2464485168457,15.964577674865723,36.29322814941406,24.209415435791016
2015-07-10,19.371809005737305,48.1688232421875,27.823226928710938,44.439449310302734,38.27399444580078,16.087383270263672,36.64482116699219,24.369218826293945
2015-07-13,19.434707641601562,48.1558723449707,27.8488826751709,44.523223876953125,38.12244415283203,16.062820434570312,36.880428314208984,24.36195182800293
2015-07-14,19.438520431518555,47.799644470214844,27.726978302001953,44.59409713745117,38.01911926269531,16.097204208374023,36.96377182006836,24.36195182800293
2015-07-15,19.587181091308594,47.94213104248047,27.82964515686035,44.80031967163086,38.356658935546875,16.13650894165039,37.16675567626953,24.42005729675293
2015-07-16,19.903562545776367,48.45381164550781,28.221073150634766,45.22563552856445,38.82508087158203,16.500009536743164,37.65971374511719,24.783235549926758
2015-07-17,19.754905700683594,47.65067672729492,27.91948699951172,44.884098052978516,38.384212493896484,16.450881958007812,37.11601638793945,24.478172302246094
2015-07-20,19.659608840942383,47.45637130737305,27.797557830810547,44.652099609375,38.26021194458008,16.401750564575195,36.978275299072266,24.318370819091797
2015-07-21,19.46519660949707,46.90582275390625,27.726978302001953,44.31700134277344,37.81245422363281,16.10211944580078,36.4962043762207,24.07867431640625
2015-07-22,19.592897415161133,46.87344741821289,27.752635955810547,44.29122543334961,38.032901763916016,16.10211944580078,36.594085693359375,24.260269165039062
2015-07-23,19.45376968383789,46.34880065917969,27.579387664794922,43.969017028808594,37.605777740478516,15.345640182495117,36.13737106323242,23.90434455871582
2015-07-24,19.49378776550293,46.43302536010742,27.51521873474121,44.20101547241211,37.61266326904297,15.183541297912598,36.10837173461914,23.868030548095703
2015-07-27,19.7263126373291,47.281494140625,27.874563217163086,44.55543899536133,38.398006439208984,15.04599666595459,36.372962951660156,24.2166805267334
2015-07-28,19.838762283325195,47.365684509277344,27.938732147216797,45.193416595458984,38.5013313293457,15.227750778198242,36.38022994995117,24.398265838623047
2015-07-29,19.934062957763672,47.352725982666016,27.957983016967773,45.52851867675781,38.535770416259766,15.296524047851562,36.459957122802734,24.499958038330078
2015-07-30,19.991239547729492,47.57295227050781,28.477746963500977,45.786277770996094,38.79754638671875,15.547036170959473,36.557830810546875,24.848608016967773
2015-07-31,20.050321578979492,48.07167434692383,28.702320098876953,46.20516586303711,38.96976089477539,15.76317310333252,36.89128875732422,25.1827392578125
2015-08-03,20.52871322631836,48.550960540771484,28.84990882873535,46.21805953979492,39.30731964111328,15.940018653869629,37.24287414550781,25.0810489654541
2015-08-04,20.305713653564453,47.877376556396484,28.503406524658203,45.270748138427734,38.84577178955078,15.59616470336914,36.231605529785156,24.805028915405273
2015-08-05,20.195171356201172,47.91622543334961,28.625314712524414,45.857181549072266,39.02488327026367,15.586337089538574,36.4962043762207,25.00113868713379
2015-08-06,20.155147552490234,47.82554626464844,28.914085388183594,45.96673583984375,39.12221908569336,15.714055061340332,36.333099365234375,25.298948287963867
2015-08-07,20.39339256286621,48.67403793334961,29.215667724609375,46.61760330200195,39.47687911987305,15.935102462768555,36.91303634643555,25.604026794433594
2015-08-10,20.303813934326172,48.45381164550781,29.170751571655273,46.62405014038086,39.43514633178711,15.807384490966797,37.097896575927734,25.37885284423828
2015-08-11,20.322872161865234,48.76469802856445,29.459516525268555,46.83669662475586,39.532501220703125,15.76317310333252,37.279117584228516,25.691179275512695
2015-08-12,20.66021728515625,49.481781005859375,29.883010864257812,48.003108978271484,40.03316879272461,16.21454620361328,38.17803955078125,25.945417404174805
2015-08-13,20.75932502746582,49.4948844909668,29.969358444213867,48.28664779663086,40.01926803588867,16.244306564331055,38.08740997314453,25.829193115234375
2015-08-14,20.782197952270508,50.012229919433594,30.079734802246094,48.57020568847656,40.47126770019531,16.407989501953125,38.46799850463867,26.003520965576172
2015-08-17,20.87558937072754,50.11045455932617,30.060264587402344,49.11795425415039,40.57557678222656,16.571674346923828,38.558616638183594,26.141521453857422
2015-08-18,20.87177276611328,49.927101135253906,29.91093635559082,49.03419876098633,40.519935607910156,16.66590690612793,38.275882720947266,26.08341407775879
2015-08-19,20.787918090820312,50.562320709228516,30.06675148010254,49.06641387939453,40.88848876953125,16.953603744506836,38.02217483520508,26.381214141845703
2015-08-20,20.631628036499023,50.274169921875,30.099214553833008,48.79576110839844,40.589481353759766,16.765119552612305,37.80469512939453,26.156044006347656
2015-08-21,20.385765075683594,50.23487854003906,29.73563003540039,48.589534759521484,39.83846664428711,16.368309020996094,36.956539154052734,25.829193115234375
2015-08-24,19.638643264770508,47.43861389160156,28.294301986694336,46.6304931640625,38.127830505371094,16.189746856689453,35.789405822753906,24.76871109008789
2015-08-25,19.156448364257812,45.978240966796875,27.593111038208008,45.25786209106445,36.86918640136719,15.07868766784668,35.01012420654297,24.027830123901367
2015-08-26,19.525205612182617,46.98019027709961,28.313785552978516,45.93301773071289,37.5576057434082,15.594533920288086,35.13335418701172,24.36195182800293
2015-08-27,19.64044189453125,47.49099349975586,28.50855255126953,46.31675720214844,38.18345642089844,15.733412742614746,35.46318817138672,24.696073532104492
2015-08-28,19.55593490600586,47.40584945678711,28.398189544677734,46.19968032836914,38.176509857177734,15.574687957763672,35.28921127319336,24.65976333618164
2015-08-31,18.900999069213867,46.436649322509766,28.183927536010742,45.36713409423828,37.752315521240234,15.257247924804688,34.37942886352539,24.499958038330078
2015-09-01,18.313283920288086,45.21860122680664,27.53468132019043,44.098819732666016,36.848323822021484,14.860437393188477,33.42616653442383,23.955198287963867
2015-09-02,18.25374412536621,45.29064178466797,27.606096267700195,44.28742980957031,36.86222457885742,14.860437393188477,33.346431732177734,24.0423583984375
2015-09-03,18.278709411621094,45.36921691894531,27.64505958557129,44.28742980957031,37.098670959472656,15.009246826171875,33.850242614746094,24.180370330810547
2015-09-04,18.173076629638672,44.701255798339844,27.25550651550293,43.728065490722656,36.535404205322266,14.741398811340332,33.578392028808594,23.700973510742188
2015-09-07,,,,,,,,
2015-09-08,18.647480010986328,45.42161178588867,27.72296714782715,44.69719314575195,37.606300354003906,15.024120330810547,33.69076156616211,24.027830123901367
2015-09-09,18.303680419921875,44.66851806640625,27.567140579223633,44.28093338012695,37.11256790161133,14.776119232177734,33.1579475402832,23.65013313293457
2015-09-10,18.313283920288086,44.3607063293457,27.463258743286133,43.75408172607422,37.12647247314453,14.756278991699219,32.654117584228516,23.759078979492188
2015-09-11,18.409318923950195,44.75364685058594,27.72945785522461,44.07278823852539,37.397674560546875,14.731474876403809,32.73748779296875,24.0859432220459
2015-09-14,18.463090896606445,44.73399353027344,27.67752456665039,44.300437927246094,37.32814025878906,14.959641456604004,32.733848571777344,24.0859432220459
2015-09-15,18.482297897338867,44.917354583740234,27.67752456665039,44.28093338012695,37.446346282958984,15.123324394226074,32.929588317871094,24.283966064453125
2015-09-16,18.72814178466797,45.30373001098633,27.85930824279785,44.716712951660156,37.9887580871582,15.406047821044922,33.15069580078125,24.467323303222656
2015-09-17,18.95669174194336,45.781795501708984,28.229381561279297,45.178497314453125,38.85102081298828,15.65902042388916,33.683502197265625,24.81937026977539
2015-09-18,18.68588638305664,45.48054122924805,28.196918487548828,44.87930679321289,38.579833984375,15.331647872924805,33.502288818359375,24.66535186767578
2015-09-21,18.831857681274414,45.87346649169922,28.41766357421875,45.08744430541992,38.66327667236328,15.138211250305176,33.730621337890625,25.017396926879883
2015-09-22,18.639785766601562,45.284095764160156,27.924232482910156,44.93134307861328,38.051334381103516,14.116424560546875,33.70888137817383,24.87804412841797
2015-09-23,18.626352310180664,45.24479675292969,27.885272979736328,45.02240753173828,38.259952545166016,14.394187927246094,33.639488220214844,25.017396926879883
2015-09-24,18.730056762695312,46.050270080566406,28.229381561279297,45.15251541137695,38.56591796875,14.418990135192871,33.86956787109375,25.23009490966797
2015-09-25,18.93940544128418,46.30567169189453,28.651390075683594,45.56876754760742,38.93447494506836,14.63227367401123,34.30782699584961,25.604145050048828
2015-09-28,18.73581886291504,46.13542175292969,28.62542724609375,45.15899658203125,38.844093322753906,14.483474731445312,34.340694427490234,25.40611457824707
2015-09-29,18.589853286743164,46.318790435791016,28.755273818969727,45.06794357299805,39.031829833984375,14.458672523498535,34.49773406982422,25.45012664794922
2015-09-30,18.73581886291504,47.11117935180664,29.021465301513672,45.77688980102539,39.53945541381836,14.731474876403809,35.32310485839844,25.970857620239258
2015-10-01,18.543764114379883,46.279476165771484,28.69034194946289,44.98339080810547,39.03878402709961,14.483474731445312,35.20625686645508,25.677486419677734
2015-10-02,18.92597007751465,47.1242561340332,29.014972686767578,45.10696029663086,39.16394805908203,14.790998458862305,35.308502197265625,25.91219139099121
2015-10-05,19.34466552734375,47.85771560668945,29.34609031677246,45.73786163330078,39.95669174194336,15.029082298278809,35.92204666137695,26.04420280456543
2015-10-06,19.177568435668945,47.8642692565918,29.079896926879883,45.38664245605469,39.372562408447266,14.984448432922363,35.6700553894043,25.699485778808594
2015-10-07,19.19293785095215,47.58921813964844,29.060420989990234,45.38664245605469,38.969242095947266,14.9447660446167,35.71388626098633,25.692153930664062
2015-10-08,19.369630813598633,47.805328369140625,29.313615798950195,45.99153137207031,39.546409606933594,15.316771507263184,36.396827697753906,26.04420280456543
2015-10-09,19.408048629760742,47.320709228515625,29.190256118774414,46.193172454833984,39.45600128173828,15.28701114654541,36.418731689453125,25.86084747314453
