Date,JPM,BAC,C,WFC,GS,MS,BLK,BK,STT,TROW,SCHW,AXP,COF,USB,PNC,TFC,CMA,MTB,RF,CB,TRV,AIG,MET,PRU
2019-08-15,88.44817352294922,22.501846313476562,48.95293426513672,36.8151741027832,168.10202026367188,32.11834716796875,350.494873046875,34.690433502197266,39.869850158691406,82.12328338623047,33.501136779785156,112.60013580322266,75.16596984863281,39.394798278808594,99.16714477539062,34.157737731933594,43.540096282958984,117.3329849243164,10.393240928649902,138.5274200439453,127.20667266845703,45.67478942871094,36.22871398925781,57.803348541259766
2019-08-16,90.56690216064453,23.17047119140625,50.67729949951172,37.672325134277344,170.87832641601562,32.80836486816406,359.19512939453125,35.23988723754883,41.0052490234375,83.6106185913086,34.03260040283203,114.67031860351562,76.80997467041016,40.16303253173828,100.96380615234375,34.98443603515625,45.053382873535156,119.64447784423828,10.791508674621582,139.85032653808594,128.27259826660156,46.15924072265625,36.73087692260742,59.20350646972656
2019-08-19,91.38241577148438,23.376201629638672,51.339900970458984,38.40217971801758,173.26043701171875,33.16157150268555,364.4187316894531,35.5645637512207,41.56886291503906,85.36272430419922,34.545745849609375,114.45872497558594,78.13055419921875,40.4626350402832,102.04500579833984,35.292579650878906,45.59699630737305,120.99889373779297,10.921711921691895,140.15635681152344,128.94541931152344,46.58420944213867,37.07105255126953,60.07296371459961
2019-08-20,90.22216033935547,22.90473175048828,50.62939453125,37.918434143066406,171.35816955566406,32.77550506591797,358.1932373046875,34.93185806274414,41.25847625732422,83.9610366821289,34.197547912597656,111.71685791015625,76.55841827392578,39.66368103027344,100.32784271240234,34.608665466308594,44.73015213012695,118.70365142822266,10.722578048706055,139.20242309570312,128.01048278808594,45.41131591796875,36.7470817565918,58.92586898803711
2019-08-21,90.47439575195312,23.084749221801758,50.493682861328125,38.19001007080078,171.95797729492188,32.80836486816406,360.45391845703125,34.91521072387695,41.28297805786133,84.70082092285156,34.46328353881836,112.7105484008789,77.277099609375,39.84038543701172,100.16883087158203,34.736419677734375,45.20029830932617,119.53092193603516,10.822144508361816,139.4453887939453,128.47357177734375,45.632293701171875,37.062957763671875,59.473846435546875
2019-08-22,91.40763854980469,23.3076229095459,51.02057647705078,38.716182708740234,173.448974609375,33.079437255859375,358.8012390136719,35.10668182373047,41.773075103759766,85.02011108398438,34.70153045654297,112.4989242553711,77.01658630371094,39.98633575439453,100.50272369384766,35.08213424682617,45.22234344482422,120.28522491455078,10.914052963256836,139.68838500976562,129.14633178710938,45.683292388916016,37.427433013916016,59.9706916809082
2019-08-23,89.13758087158203,22.690433502197266,49.455875396728516,37.697784423828125,168.1191864013672,32.307281494140625,348.7393493652344,34.14930725097656,40.80921173095703,82.2400894165039,33.51945495605469,108.3493423461914,74.66287994384766,39.14128875732422,97.85540008544922,34.007423400878906,43.79719924926758,116.70848846435547,10.56174087524414,137.88851928710938,126.45523834228516,44.612388610839844,36.115325927734375,57.8152961730957
2019-08-26,89.85224151611328,22.95616912841797,50.070579528808594,38.173030853271484,171.0753936767578,32.989070892333984,347.2151794433594,34.2242317199707,40.69485092163086,83.05773162841797,33.6019287109375,109.05780792236328,75.71395874023438,39.40248107910156,98.65835571289062,34.58612060546875,43.94411849975586,118.10350799560547,10.745556831359863,139.6793670654297,128.73568725585938,45.113853454589844,36.317813873291016,58.166015625
2019-08-27,88.90216827392578,22.690433502197266,49.224361419677734,37.977848052978516,169.72154235839844,32.685142517089844,351.531005859375,34.091026306152344,40.351783752441406,83.38480377197266,33.09794616699219,108.34012603759766,74.66287994384766,39.21043014526367,98.68220520019531,34.323062896728516,43.194828033447266,116.67605590820312,10.607690811157227,139.9673614501953,128.52601623535156,44.82487487792969,35.524070739746094,57.201568603515625
2019-08-28,89.79339599609375,23.01616859436035,49.783180236816406,38.5888786315918,171.73519897460938,33.169795989990234,354.382568359375,34.17427062988281,40.686683654785156,83.922119140625,33.65690994262695,109.57304382324219,75.99244689941406,39.62527084350586,100.6140365600586,35.029537200927734,44.12778091430664,117.87637329101562,10.79917049407959,141.290283203125,127.88813781738281,44.578392028808594,35.4025764465332,57.27464294433594
