Date,PLD,AMT,CCI,SPG,O,PSA,WELL,EQIX
2015-02-03,32.93581008911133,76.80300903320312,55.97788619995117,117.8030776977539,31.16927719116211,133.79896545410156,53.28268051147461,172.68661499023438
2015-02-04,32.89938735961914,75.84188842773438,55.35545349121094,118.8275146484375,30.888580322265625,133.5551300048828,52.60491943359375,171.54360961914062
2015-02-05,33.35097122192383,77.19052124023438,55.65062713623047,119.64588165283203,31.19851303100586,136.25709533691406,53.197975158691406,174.3856964111328
2015-02-06,32.513370513916016,74.19869995117188,55.60570526123047,114.85342407226562,29.730688095092773,134.74795532226562,50.857521057128906,169.4661407470703
2015-02-09,32.542503356933594,74.9505386352539,55.30413055419922,114.2823715209961,29.917816162109375,133.5155792236328,50.739036560058594,167.82113647460938
2015-02-10,32.688175201416016,74.69477081298828,55.932952880859375,114.6591796875,29.99384880065918,134.2273712158203,51.02212142944336,169.767333984375
2015-02-11,32.34584045410156,74.37698364257812,55.93936538696289,114.10762786865234,30.028928756713867,133.66720581054688,50.850955963134766,170.73268127441406
2015-02-12,32.60805892944336,74.3847427368164,56.202457427978516,115.4715805053711,30.22777557373047,134.29983520507812,50.98920440673828,175.88392639160156
2015-02-13,31.908855438232422,74.7179946899414,56.46552658081055,114.51687622070312,30.41488265991211,133.52215576171875,50.771942138671875,175.85302734375
2015-02-16,,,,,,,,
2015-02-17,31.836009979248047,74.57849884033203,56.208858489990234,114.33890533447266,30.280397415161133,133.86489868164062,50.67320251464844,173.90689086914062
2015-02-18,32.01808547973633,74.56300354003906,56.59386444091797,115.21067810058594,30.789146423339844,133.88462829589844,51.4237060546875,176.7875518798828
2015-02-19,31.20963478088379,73.83441162109375,56.33078384399414,112.5599365234375,30.052331924438477,131.00477600097656,50.1794319152832,177.17367553710938
2015-02-20,31.33344268798828,74.81876373291016,56.92109680175781,113.74586486816406,30.391511917114258,131.92079162597656,51.38419723510742,181.7843017578125
2015-02-23,31.65392303466797,75.4388427734375,56.40135955810547,114.81333923339844,30.654674530029297,132.46775817871094,51.805564880371094,179.9153594970703
2015-02-24,31.093093872070312,73.36163330078125,55.701942443847656,112.70813751220703,29.74823760986328,130.81362915039062,50.363765716552734,179.3052215576172
2015-02-25,31.246057510375977,75.84188842773438,55.554386138916016,112.95721435546875,29.882755279541016,130.668701171875,51.10769271850586,176.3859405517578
2015-02-26,30.903730392456055,76.64020538330078,55.239967346191406,110.9765396118164,29.236495971679688,129.66696166992188,50.08067321777344,174.8490753173828
2015-02-27,31.107669830322266,76.84172821044922,55.38113021850586,112.88601684570312,29.38324546813965,129.9700927734375,50.76537322998047,173.13455200195312
2015-03-02,31.100372314453125,77.04326629638672,55.43245315551758,112.69627380371094,29.729543685913086,130.18760681152344,50.943115234375,172.71754455566406
2015-03-03,31.063953399658203,76.1751708984375,55.37471008300781,112.44129180908203,29.670852661132812,129.77239990234375,51.068206787109375,170.7713165283203
2015-03-04,30.8673095703125,76.3921890258789,55.066707611083984,111.22557830810547,29.54758071899414,128.62570190429688,50.50860595703125,172.86428833007812
2015-03-05,31.071250915527344,76.91925048828125,55.34906005859375,110.97061157226562,29.81759262084961,128.90255737304688,50.48226547241211,180.95022583007812
2015-03-06,30.153533935546875,74.8807601928711,54.56622314453125,107.08639526367188,28.60257339477539,123.99288177490234,48.46771240234375,181.89248657226562
2015-03-09,30.197227478027344,74.8575439453125,54.86140060424805,107.00338745117188,28.896055221557617,123.86768341064453,48.97465896606445,179.88548278808594
2015-03-10,29.971446990966797,73.29959869384766,54.2646484375,106.69498443603516,28.91954231262207,123.00436401367188,49.33014678955078,177.08517456054688
2015-03-11,30.3866024017334,73.34610748291016,54.48924255371094,106.35697937011719,29.07215690612793,122.4837417602539,48.869327545166016,176.59506225585938
2015-03-12,30.998394012451172,74.61726379394531,55.1501350402832,108.87727355957031,29.430187225341797,124.9870834350586,49.573753356933594,180.0722198486328
2015-03-13,30.918289184570312,73.0438461303711,54.482810974121094,109.10259246826172,29.37736701965332,125.38550567626953,49.38939666748047,179.29434204101562
2015-03-16,31.439836502075195,73.33060455322266,55.05387496948242,110.93504333496094,29.700199127197266,126.67366027832031,49.50790786743164,183.68934631347656
2015-03-17,31.42514991760254,72.95081329345703,54.87422180175781,110.37757110595703,29.676727294921875,126.28849029541016,49.15240478515625,182.22691345214844
2015-03-18,31.954042434692383,74.02820587158203,56.00151062011719,113.56209564208984,30.527790069580078,128.63916015625,50.67320251464844,183.97720336914062
2015-03-19,32.086265563964844,73.31512451171875,55.61928176879883,113.91789245605469,30.662805557250977,128.97781372070312,50.548091888427734,183.50262451171875
2015-03-20,32.607818603515625,75.71788024902344,56.2347412109375,117.0252685546875,31.490427017211914,132.21817016601562,52.0952262878418,185.87513732910156
2015-03-23,32.85757064819336,75.67911529541016,55.87841796875,117.14388275146484,31.3789119720459,133.83836364746094,52.27298355102539,185.64181518554688
2015-03-24,32.6004638671875,75.30706787109375,55.61278533935547,116.72285461425781,30.862388610839844,132.39080810546875,52.06889343261719,179.95555114746094
2015-03-25,32.04218292236328,73.99718475341797,54.835357666015625,115.13352966308594,30.369348526000977,130.69760131835938,51.305213928222656,178.02635192871094
2015-03-26,31.6381778717041,73.78790283203125,54.81591796875,114.24405670166016,30.081724166870117,130.5316162109375,50.956275939941406,177.2484893798828
2015-03-27,31.61614990234375,74.43901062011719,54.94548797607422,115.19878387451172,29.970190048217773,131.12916564941406,51.206459045410156,178.7031707763672
2015-03-30,32.29194259643555,74.53197479248047,54.67338180541992,116.80584716796875,30.417959213256836,132.26466369628906,51.8187141418457,182.19583129882812
2015-03-31,31.998123168945312,72.97406768798828,53.474853515625,116.01717376708984,30.400297164916992,130.90338134765625,50.92995834350586,181.130126953125
2015-04-01,31.87325096130371,74.7645263671875,54.23933029174805,117.41077423095703,30.329587936401367,130.11325073242188,50.8245964050293,181.7057647705078
2015-04-02,32.020145416259766,75.01255798339844,54.517906188964844,118.22315979003906,30.665407180786133,131.01629638671875,51.239356994628906,183.2693328857422
2015-04-03,,,,,,,,
2015-04-06,32.593116760253906,75.9891586303711,55.02972412109375,119.07711029052734,29.787567138671875,132.38417053222656,52.29930877685547,182.919189453125
2015-04-07,31.843862533569336,75.08232879638672,55.50265884399414,117.58861541748047,29.84058380126953,130.8436737060547,51.43027877807617,182.250244140625
2015-04-08,31.954042434692383,75.14456939697266,55.30830383300781,117.09642791748047,29.787567138671875,130.8105010986328,51.5092887878418,185.98410034179688
2015-04-09,31.123971939086914,74.21824645996094,55.15929412841797,114.52869415283203,29.0805721282959,128.90475463867188,50.48884582519531,186.73866271972656
2015-04-10,31.212121963500977,74.00804138183594,54.86774444580078,113.42564392089844,29.168968200683594,128.6125946044922,50.159690856933594,186.41973876953125
2015-04-13,31.168052673339844,73.78225708007812,55.06858825683594,112.86827087402344,28.939176559448242,127.12520599365234,49.698829650878906,186.5131378173828
2015-04-14,31.46921157836914,73.56430053710938,55.32123947143555,113.51464080810547,29.422286987304688,127.53690338134766,50.15311813354492,187.85104370117188
2015-04-15,31.403118133544922,74.08588409423828,55.61928176879883,112.69627380371094,29.074684143066406,126.79316711425781,49.659332275390625,187.61767578125
2015-04-16,31.564727783203125,75.32365417480469,55.716453552246094,112.73186492919922,29.086462020874023,127.23147583007812,49.79099655151367,187.90548706054688
2015-04-17,31.498620986938477,74.809814453125,55.61278533935547,111.6407241821289,29.021663665771484,126.20891571044922,49.54741287231445,183.68934631347656
2015-04-20,31.62347412109375,74.60743713378906,55.995018005371094,111.84234619140625,28.92740249633789,127.21815490722656,49.54084014892578,186.59088134765625
2015-04-21,31.410459518432617,73.93798065185547,55.58039093017578,111.97872161865234,29.0805721282959,127.2513656616211,49.52764129638672,189.6323699951172
2015-04-22,31.11663246154785,74.66971588134766,55.729400634765625,112.14474487304688,29.174854278564453,128.02822875976562,49.66592025756836,190.41026306152344
2015-04-23,31.263532638549805,74.76315307617188,56.1310920715332,112.1151351928711,29.098262786865234,128.1810302734375,49.91609573364258,192.08270263671875
2015-04-24,31.263532638549805,74.20266723632812,55.70350646972656,111.90760040283203,29.086462020874023,128.55282592773438,49.94242477416992,191.4137725830078
2015-04-27,31.1827392578125,74.10144805908203,55.06858825683594,112.60140228271484,29.003986358642578,128.27391052246094,49.850250244140625,190.4647674560547
2015-04-28,31.021127700805664,74.5451889038086,55.51560974121094,111.6347885131836,28.886146545410156,127.8291015625,49.78443145751953,191.65487670898438
2015-04-29,30.176362991333008,72.79364776611328,54.802955627441406,108.58079528808594,28.28289222717285,125.21283721923828,48.69156265258789,190.42581176757812
2015-04-30,29.529951095581055,73.58768463134766,54.11621856689453,107.62601470947266,27.7801570892334,124.7746353149414,47.41435241699219,199.0836639404297
2015-05-01,29.691551208496094,72.7702865600586,53.88299560546875,109.2152328491211,27.797903060913086,126.24867248535156,47.57236099243164,201.3783721923828
2015-05-04,29.654821395874023,73.67327880859375,53.850589752197266,108.74085998535156,27.898456573486328,126.9260025024414,47.48677062988281,201.57290649414062
2015-05-05,29.02307891845703,72.39661407470703,52.87879943847656,107.01520538330078,27.24784278869629,124.53553771972656,46.89427185058594,200.05599975585938
2015-05-06,29.09654426574707,72.28762817382812,53.163856506347656,107.69717407226562,27.159137725830078,124.40937805175781,46.604591369628906,200.9116973876953
2015-05-07,29.551984786987305,72.88706970214844,53.520179748535156,108.61041259765625,27.508100509643555,127.3642578125,47.05227279663086,203.80535888671875
2015-05-08,29.933956146240234,73.91461181640625,54.20692443847656,111.27896881103516,28.004901885986328,130.49838256835938,48.06133270263672,208.41824340820312
2015-05-11,29.706249237060547,72.90263366699219,53.57849884033203,109.2152328491211,27.519914627075195,128.9246826171875,47.11553192138672,204.9100341796875
2015-05-12,29.64012336730957,72.86370849609375,53.740440368652344,109.3694839477539,27.72693634033203,130.2726287841797,47.24209213256836,201.70513916015625
2015-05-13,29.316919326782227,72.34992980957031,53.34526062011719,108.41886901855469,27.36616325378418,128.30714416503906,46.6826171875,202.00071716308594
2015-05-14,29.58135986328125,73.80561065673828,53.63031768798828,110.46358489990234,27.98123550415039,131.06275939941406,47.38861083984375,203.34645080566406
2015-05-15,29.91926383972168,74.35057067871094,54.29115295410156,110.97176361083984,28.3302001953125,132.8489532470703,48.22781753540039,202.56076049804688
2015-05-18,29.809085845947266,74.10922241210938,54.155094146728516,110.47553253173828,28.087705612182617,132.45729064941406,47.841529846191406,204.03097534179688
2015-05-19,29.78704261779785,74.3038330078125,54.407745361328125,110.02713012695312,27.98123550415039,130.91004943847656,47.66836166381836,205.1122589111328
2015-05-20,29.933956146240234,73.42420196533203,53.70159912109375,109.7640380859375,28.004901885986328,130.2460174560547,47.66836166381836,209.9507293701172
2015-05-21,29.62544059753418,73.09724426269531,53.17682647705078,109.73419952392578,27.78607940673828,129.38282775878906,47.448551177978516,208.6438446044922
2015-05-22,29.588701248168945,73.44752502441406,53.163856506347656,109.78201293945312,27.774246215820312,129.54220581054688,47.19548416137695,209.79461669921875
2015-05-25,,,,,,,,
2015-05-26,29.346302032470703,73.64993286132812,53.07317352294922,108.86129760742188,27.437116622924805,128.712158203125,47.00898361206055,208.83172607421875
2015-05-27,29.654821395874023,74.07808685302734,53.09260177612305,110.09288787841797,27.466693878173828,130.26596069335938,47.368629455566406,211.3680419921875
2015-05-28,29.574018478393555,73.64215850830078,53.29991912841797,109.9015884399414,27.341970443725586,129.82778930664062,47.175479888916016,210.72613525390625
2015-05-29,29.081850051879883,72.23316192626953,52.83344650268555,108.45469665527344,27.0628604888916,128.5129852294922,46.79582595825195,209.84938049316406
2015-06-01,29.471176147460938,73.3541259765625,53.29343032836914,109.64450073242188,27.264774322509766,130.35894775390625,47.38195037841797,211.47763061523438
2015-06-02,29.507909774780273,73.2918472290039,53.35173797607422,108.9030990600586,27.199430465698242,129.5887451171875,46.97567367553711,210.538330078125
2015-06-03,29.346302032470703,72.14749908447266,53.105552673339844,106.97798156738281,26.872819900512695,128.16766357421875,46.14978790283203,208.33860778808594
2015-06-04,29.427108764648438,73.69664001464844,54.20692443847656,107.03776550292969,27.080671310424805,127.28456115722656,46.36958694458008,205.92750549316406
2015-06-05,29.36833953857422,72.02295684814453,53.63031768798828,105.59086608886719,26.872819900512695,124.96715545654297,45.16404724121094,205.91957092285156
2015-06-08,29.236112594604492,72.2642822265625,53.50721740722656,104.99300384521484,27.09255027770996,124.13047790527344,45.5436897277832,204.66717529296875
2015-06-09,28.961837768554688,71.67266845703125,53.11201858520508,104.37718963623047,26.73027801513672,123.46650695800781,45.16404724121094,201.81773376464844
2015-06-10,29.199045181274414,72.1630859375,53.29343032836914,105.43543243408203,26.819366455078125,124.32305145263672,45.49705505371094,203.8217010498047
2015-06-11,29.39178466796875,72.72358703613281,53.72751235961914,105.97351837158203,27.07472801208496,125.22098541259766,45.57699203491211,204.2600860595703
2015-06-12,29.12492561340332,72.55231475830078,53.57849884033203,105.7463607788086,26.92628288269043,125.12043762207031,45.26395034790039,204.09567260742188
2015-06-15,28.93218421936035,72.16123962402344,53.53962326049805,105.10662841796875,26.76592445373535,124.3699722290039,44.97089385986328,200.2912139892578
2015-06-16,29.058210372924805,72.94340515136719,53.72751235961914,105.97952270507812,26.908456802368164,125.7369384765625,45.29060363769531,200.16595458984375
2015-06-17,29.206464767456055,73.61602020263672,54.04813766479492,107.36060333251953,27.270719528198242,126.56116485595703,45.443782806396484,201.27755737304688
2015-06-18,29.465909957885742,75.2272720336914,54.63703155517578,108.74767303466797,27.69831085205078,128.9668426513672,45.876712799072266,204.58889770507812
2015-06-19,29.132328033447266,75.06303405761719,54.17247009277344,107.30680084228516,27.359779357910156,128.0019073486328,45.78346252441406,205.71612548828125
2015-06-22,29.073028564453125,74.92223358154297,54.08739471435547,105.54308319091797,27.015356063842773,126.2060546875,44.99089050292969,203.5634307861328
2015-06-23,28.761693954467773,75.28202819824219,54.19208526611328,104.77182006835938,26.78968048095703,125.09369659423828,44.64454650878906,202.95285034179688
2015-06-24,28.628273010253906,74.36689758300781,53.7929573059082,103.97064208984375,26.593698501586914,123.94107818603516,44.304840087890625,200.48690795898438
2015-06-25,28.250205993652344,74.1009750366211,53.603187561035156,103.0499496459961,26.379892349243164,123.0431900024414,43.94520568847656,200.86265563964844
2015-06-26,28.346569061279297,73.70990753173828,53.354530334472656,103.97662353515625,26.688709259033203,124.26947784423828,44.21162033081055,202.6475372314453
2015-06-29,27.54598617553711,72.693115234375,52.64785385131836,102.23681640625,26.462093353271484,122.61432647705078,43.798667907714844,195.96221923828125
2015-06-30,27.501516342163086,72.96685028076172,52.54316329956055,103.44452667236328,26.474021911621094,123.54576110839844,43.71207809448242,198.8351593017578
2015-07-01,28.020404815673828,73.5300064086914,53.04698944091797,104.48481750488281,26.897443771362305,125.35505676269531,44.191619873046875,200.1190185546875
2015-07-02,28.11678123474121,74.23394775390625,53.07318115234375,104.46090698242188,27.070405960083008,125.46895599365234,44.1117057800293,199.8841552734375
2015-07-03,,,,,,,,
2015-07-06,28.087129592895508,74.28870391845703,52.844154357910156,105.09467315673828,27.3924617767334,126.23284912109375,44.35813903808594,200.01718139648438
2015-07-07,28.687570571899414,74.797119140625,53.426513671875,106.85240936279297,27.631019592285156,129.11424255371094,45.490413665771484,201.57501220703125
2015-07-08,28.3243465423584,73.89762115478516,52.687103271484375,106.62525177001953,27.595226287841797,129.5163116455078,45.75681686401367,200.67478942871094
2015-07-09,28.353988647460938,73.82723999023438,52.634761810302734,106.4936752319336,27.404380798339844,129.81787109375,45.51704788208008,200.9331817626953
2015-07-10,28.59119415283203,74.6328353881836,53.22368240356445,106.92414855957031,27.64891242980957,131.4260711669922,45.790122985839844,202.5770721435547
2015-07-13,28.798748016357422,74.85183715820312,52.929203033447266,107.20518493652344,27.52963638305664,131.8080596923828,45.59697723388672,203.48507690429688
2015-07-14,28.828407287597656,74.67976379394531,53.34797286987305,107.61170959472656,27.702604293823242,132.46473693847656,45.37718200683594,204.3696746826172
2015-07-15,28.909944534301758,75.0473861694336,53.158233642578125,108.46065521240234,27.85765266418457,133.18174743652344,44.97755432128906,203.3755340576172
2015-07-16,29.28059196472168,76.51000213623047,53.45266342163086,109.66841125488281,28.149887084960938,134.14666748046875,44.97755432128906,205.19161987304688
2015-07-17,29.28059196472168,75.82951354980469,53.0600700378418,109.44718170166016,28.024648666381836,132.9472198486328,44.824371337890625,206.27191162109375
2015-07-20,29.39178466796875,75.91555786132812,53.648983001708984,109.36949157714844,28.1439208984375,134.1132049560547,44.844356536865234,211.548095703125
2015-07-21,29.881025314331055,75.82951354980469,52.863773345947266,108.66995239257812,28.030614852905273,134.57554626464844,44.691162109375,210.45220947265625
2015-07-22,29.75501823425293,75.50882720947266,52.74599075317383,109.0406494140625,28.191638946533203,135.017822265625,45.064144134521484,211.00794982910156
2015-07-23,29.59192657470703,76.6507797241211,54.47997283935547,108.44278717041016,27.899417877197266,134.7564697265625,44.64454650878906,210.8827667236328
2015-07-24,29.547447204589844,75.70439147949219,53.936885833740234,110.3978042602539,28.078317642211914,135.31265258789062,45.17071533203125,216.10397338867188
2015-07-27,29.61416244506836,75.46195983886719,54.02193832397461,111.06746673583984,28.161815643310547,135.97605895996094,45.75017166137695,216.55810546875
2015-07-28,29.9180850982666,75.61836242675781,53.82564163208008,111.42018127441406,28.281112670898438,136.30438232421875,45.72352981567383,218.56210327148438
2015-07-29,30.125646591186523,75.3367919921875,53.734046936035156,111.48597717285156,28.525598526000977,135.9827423095703,46.16311264038086,218.57778930664062
2015-07-30,29.799480438232422,74.26522064208984,53.30870819091797,111.28863525390625,28.507646560668945,136.04310607910156,45.83009719848633,221.2080535888672
2015-07-31,30.103412628173828,74.39037322998047,53.59663772583008,111.93434143066406,28.91482162475586,137.49044799804688,46.203067779541016,218.33514404296875
2015-08-03,30.125646591186523,74.58592987060547,53.57701110839844,112.63386535644531,29.208219528198242,137.71832275390625,46.50945281982422,221.45068359375
2015-08-04,29.98480796813965,75.18034362792969,53.65555191040039,112.72954559326172,28.82499885559082,137.62448120117188,46.09648895263672,219.21975708007812
2015-08-05,30.007041931152344,75.58707427978516,53.8191032409668,112.81925201416016,28.36994743347168,137.79196166992188,45.656925201416016,219.5406494140625
2015-08-06,30.16271209716797,76.9323501586914,53.681705474853516,113.53668212890625,28.459741592407227,139.03836059570312,45.6169548034668,219.18836975097656
2015-08-07,30.214601516723633,77.94131469726562,53.87799835205078,114.60684204101562,28.417829513549805,139.9228973388672,45.84280014038086,219.49371337890625
2015-08-10,30.192365646362305,78.59835052490234,54.66974639892578,113.09420776367188,28.357954025268555,139.0115966796875,45.41808319091797,219.25888061523438
2015-08-11,30.49627685546875,78.9972152709961,55.08198165893555,114.5231704711914,28.411855697631836,140.11729431152344,45.714698791503906,218.7422332763672
2015-08-12,30.525941848754883,78.191650390625,55.58582305908203,114.80415344238281,28.51364517211914,141.07545471191406,45.977622985839844,219.46231079101562
2015-08-13,30.577829360961914,78.4106216430664,55.5203742980957,114.97290802001953,28.465740203857422,142.42910766601562,45.741668701171875,220.9340362548828
2015-08-14,30.651947021484375,79.05979919433594,56.318687438964844,115.533447265625,28.64536476135254,143.2198028564453,45.79561233520508,222.6327667236328
2015-08-17,31.08931541442871,79.34919738769531,56.495357513427734,116.65457153320312,28.753145217895508,144.3053741455078,46.7529182434082,222.7189483642578
2015-08-18,31.319108963012695,78.59835052490234,55.834468841552734,117.40200805664062,29.016597747802734,145.3105010986328,46.73943328857422,224.99688720703125
2015-08-19,31.2153377532959,78.52793884277344,55.899898529052734,116.44363403320312,28.771116256713867,145.31715393066406,46.55741500854492,223.5643310546875
2015-08-20,30.844697952270508,77.31564331054688,55.2193717956543,115.85294342041016,28.801054000854492,144.27854919433594,46.766395568847656,219.15708923339844
2015-08-21,30.140474319458008,75.63398742675781,54.093929290771484,114.50279235839844,28.51364517211914,142.40228271484375,46.12596130371094,212.3857421875
2015-08-24,28.22796630859375,71.91096496582031,52.301048278808594,109.74112701416016,27.435840606689453,135.5002899169922,44.332679748535156,201.2866668701172
2015-08-25,27.019685745239258,70.01033020019531,52.0392951965332,106.7394790649414,26.627500534057617,131.98226928710938,42.66751480102539,197.80494689941406
2015-08-26,27.820270538330078,71.59025573730469,53.41994857788086,109.68084716796875,27.226274490356445,136.16366577148438,43.42930221557617,205.43797302246094
2015-08-27,28.702402114868164,73.4205093383789,54.97728729248047,111.94715118408203,27.759185791015625,139.38685607910156,44.036048889160156,209.64447021484375
2015-08-28,28.828407287597656,73.0920181274414,54.80061721801758,111.09732818603516,27.62089729309082,138.14718627929688,43.87425994873047,211.72401428222656
2015-08-31,28.16866683959961,72.10649108886719,54.565059661865234,108.0835952758789,26.869352340698242,134.87037658691406,42.70796203613281,212.50384521484375
2015-09-01,27.38290786743164,70.41704559326172,53.302188873291016,105.48578643798828,26.418426513671875,133.34922790527344,42.06077575683594,207.06857299804688
2015-09-02,27.753557205200195,71.30870819091797,53.832210540771484,106.76363372802734,26.59279441833496,135.59410095214844,42.62031936645508,212.64569091796875
2015-09-03,28.027822494506836,71.19137573242188,53.86491775512695,107.2397689819336,26.556713104248047,136.19715881347656,42.37762451171875,216.1825408935547
2015-09-04,27.190170288085938,69.6270751953125,53.027366638183594,105.43152618408203,26.08172607421875,133.71788024902344,41.406837463378906,212.59051513671875
2015-09-07,,,,,,,,
2015-09-08,27.62753677368164,70.43270874023438,53.89762878417969,107.0107192993164,26.640886306762695,136.61929321289062,42.18885803222656,219.99505615234375
2015-09-09,27.056745529174805,69.37677764892578,52.87033462524414,105.23867797851562,26.436452865600586,134.18019104003906,41.73716354370117,221.35003662109375
2015-09-10,27.24207305908203,69.0795669555664,51.88227081298828,105.51593017578125,26.574758529663086,134.1601104736328,41.696712493896484,224.61119079589844
2015-09-11,27.597885131835938,69.8147964477539,51.45042419433594,107.9751205444336,27.10382652282715,136.64715576171875,42.343910217285156,228.14013671875
2015-09-14,27.57564353942871,69.47846984863281,51.502769470214844,107.85456085205078,27.26616668701172,136.30247497558594,42.70796203613281,228.20323181152344
2015-09-15,27.97593879699707,70.0416030883789,51.28028869628906,109.14444732666016,27.536727905273438,137.81634521484375,43.01133728027344,228.47886657714844
2015-09-16,28.253141403198242,70.86283874511719,51.809295654296875,110.55484771728516,27.8253173828125,138.86392211914062,43.46976089477539,228.88851928710938
2015-09-17,28.612768173217773,71.58243560791016,51.57124328613281,111.4348373413086,28.192079544067383,140.1750030517578,44.61582946777344,228.4947052001953
2015-09-18,28.582809448242188,70.7768325805664,51.18770980834961,110.9044418334961,28.552818298339844,139.877685546875,45.41134262084961,224.9026336669922
2015-09-21,28.964906692504883,71.05986022949219,51.34641647338867,111.98338317871094,28.661035537719727,141.60098266601562,45.66078567504883,230.03076171875
2015-09-22,28.57530975341797,70.00643157958984,50.63888168334961,110.44634246826172,28.34238624572754,140.06008911132812,45.532684326171875,227.21861267089844
2015-09-23,28.800079345703125,69.73912048339844,50.80419158935547,110.60306549072266,28.45661735534668,140.84410095214844,45.95065689086914,227.56507873535156
2015-09-24,28.477909088134766,69.20455932617188,50.77113342285156,109.23483276367188,28.24017906188965,138.9923095703125,45.78212356567383,220.3023223876953
2015-09-25,28.964906692504883,69.84130859375,52.07380676269531,110.17511749267578,28.294281005859375,141.42527770996094,45.606849670410156,220.01084899902344
2015-09-28,28.485408782958984,68.55989837646484,51.293521881103516,108.58990478515625,28.041780471801758,140.01278686523438,44.56864929199219,213.07101440429688
2015-09-29,29.024852752685547,68.40267944335938,51.26705551147461,109.9581298828125,28.440820693969727,141.42527770996094,45.391109466552734,211.8816375732422
2015-09-30,29.144725799560547,69.16522979736328,52.15315246582031,110.73566436767578,28.609859466552734,143.02700805664062,45.65404510498047,215.36334228515625
2015-10-01,29.429424285888672,69.47969055175781,52.62924575805664,112.04963684082031,28.58570671081543,144.59498596191406,45.64054870605469,217.77374267578125
2015-10-02,29.871475219726562,70.54883575439453,52.860687255859375,113.00196838378906,27.77069854736328,146.12234497070312,45.99785232543945,220.23143005371094
2015-10-05,30.373449325561523,73.47332000732422,53.839332580566406,115.61180877685547,28.440820693969727,148.75816345214844,46.65852355957031,223.27200317382812
2015-10-06,30.373449325561523,73.4025650024414,53.396305084228516,115.56364440917969,28.36837387084961,146.7576904296875,46.584381103515625,222.50181579589844
2015-10-07,30.53078269958496,74.08651733398438,53.726932525634766,117.06446838378906,28.63398551940918,146.71714782714844,46.934940338134766,217.47085571289062
2015-10-08,30.890411376953125,75.13208770751953,53.98481369018555,117.50442504882812,28.76683235168457,147.8457489013672,46.96189880371094,219.05224609375
2015-10-09,31.025272369384766,74.63683319091797,53.6872673034668,117.58282470703125,28.839269638061523,146.77796936035156,46.692237854003906,221.13345336914062
